'49.5', '149.49999999999997', '249.5', '349.5', '449.50000000000006', '549.5000000000001', '649.5000000000001', '749.5000000000002', '849.5', '949.5000000000001', '1049.5', '1149.5000000000007', '1249.5000000000002', '1349.5', '1449.4999999999998', '1549.5000000000005', '1649.5000000000007', '1749.5000000000002', '1849.5', '1949.5', '2049.5', '2149.4999999999995', '2249.499999999999', '2349.4999999999986', '2449.4999999999995', '2549.5', '2649.5000000000005', '2749.500000000001', '2849.5000000000005', '2949.4999999999995', '3049.499999999999', '3149.499999999999', '3249.4999999999986', '3349.4999999999986', '3449.499999999999', '3549.499999999999', '3649.4999999999995', '3749.4999999999995', '3849.4999999999995', '3949.5', '4049.5', '4149.5', '4249.499999999999', '4349.499999999999', '4449.499999999999', '4549.499999999999', '4649.499999999999', '4749.499999999999', '4849.499999999999', '4949.499999999999', '5049.499999999998', '5149.499999999999', '5249.499999999998', '5349.499999999998', '5449.499999999999', '5549.499999999999', '5649.499999999999', '5749.499999999999', '5849.499999999999', '5949.499999999999', '6049.499999999999', '6149.5', '6249.499999999999', '6349.499999999999', '6449.5', '6549.5', '6649.5', '6749.5', '6849.5', '6949.5', '7049.500000000001', '7149.5', '7249.5', '7349.5', '7449.5', '7549.500000000001', '7649.5', '7749.5', '7849.5', '7949.500000000001', '8049.500000000001', '8149.500000000001', '8249.500000000002', '8349.500000000002', '8449.5', '8549.5', '8649.5', '8749.5', '8849.5', '8949.500000000002', '9049.500000000002', '9149.5', '9249.499999999998', '9349.499999999998', '9449.5', '9549.5', '9649.5', '9749.5', '9849.5', '9949.5'
'49.5', '149.49999999999997', '249.5', '349.5', '449.50000000000006', '549.5000000000001', '649.5000000000001', '749.5000000000002', '849.5', '949.5000000000001', '1049.5', '1149.5000000000007', '1249.5000000000002', '1349.5', '1449.4999999999998', '1549.5000000000005', '1649.5000000000007', '1749.5000000000002', '1849.5', '1949.5', '2049.5', '2149.4999999999995', '2249.499999999999', '2349.4999999999986', '2449.4999999999995', '2549.5', '2649.5000000000005', '2749.500000000001', '2849.5000000000005', '2949.4999999999995', '3049.499999999999', '3149.499999999999', '3249.4999999999986', '3349.4999999999986', '3449.499999999999', '3549.499999999999', '3649.4999999999995', '3749.4999999999995', '3849.4999999999995', '3949.5', '4049.5', '4149.5', '4249.499999999999', '4349.499999999999', '4449.499999999999', '4549.499999999999', '4649.499999999999', '4749.499999999999', '4849.499999999999', '4949.499999999999', '5049.499999999998', '5149.499999999999', '5249.499999999998', '5349.499999999998', '5449.499999999999', '5549.499999999999', '5649.499999999999', '5749.499999999999', '5849.499999999999', '5949.499999999999', '6049.499999999999', '6149.5', '6249.499999999999', '6349.499999999999', '6449.5', '6549.5', '6649.5', '6749.5', '6849.5', '6949.5', '7049.500000000001', '7149.5', '7249.5', '7349.5', '7449.5', '7549.500000000001', '7649.5', '7749.5', '7849.5', '7949.500000000001', '8049.500000000001', '8149.500000000001', '8249.500000000002', '8349.500000000002', '8449.5', '8549.5', '8649.5', '8749.5', '8849.5', '8949.500000000002', '9049.500000000002', '9149.5', '9249.499999999998', '9349.499999999998', '9449.5', '9549.5', '9649.5', '9749.5', '9849.5', '9949.5'
'49.5', '149.49999999999997', '249.5', '349.5', '449.50000000000006', '549.5000000000001', '649.5000000000001', '749.5000000000002', '849.5', '949.5000000000001', '1049.5', '1149.5000000000007', '1249.5000000000002', '1349.5', '1449.4999999999998', '1549.5000000000005', '1649.5000000000007', '1749.5000000000002', '1849.5', '1949.5', '2049.5', '2149.4999999999995', '2249.499999999999', '2349.4999999999986', '2449.4999999999995', '2549.5', '2649.5000000000005', '2749.500000000001', '2849.5000000000005', '2949.4999999999995', '3049.499999999999', '3149.499999999999', '3249.4999999999986', '3349.4999999999986', '3449.499999999999', '3549.499999999999', '3649.4999999999995', '3749.4999999999995', '3849.4999999999995', '3949.5', '4049.5', '4149.5', '4249.499999999999', '4349.499999999999', '4449.499999999999', '4549.499999999999', '4649.499999999999', '4749.499999999999', '4849.499999999999', '4949.499999999999', '5049.499999999998', '5149.499999999999', '5249.499999999998', '5349.499999999998', '5449.499999999999', '5549.499999999999', '5649.499999999999', '5749.499999999999', '5849.499999999999', '5949.499999999999', '6049.499999999999', '6149.5', '6249.499999999999', '6349.499999999999', '6449.5', '6549.5', '6649.5', '6749.5', '6849.5', '6949.5', '7049.500000000001', '7149.5', '7249.5', '7349.5', '7449.5', '7549.500000000001', '7649.5', '7749.5', '7849.5', '7949.500000000001', '8049.500000000001', '8149.500000000001', '8249.500000000002', '8349.500000000002', '8449.5', '8549.5', '8649.5', '8749.5', '8849.5', '8949.500000000002', '9049.500000000002', '9149.5', '9249.499999999998', '9349.499999999998', '9449.5', '9549.5', '9649.5', '9749.5', '9849.5', '9949.5'
