'2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995', '2.999999999999995'
'4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999'
'4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999', '4.99999999999999'
